filename	color	micro_category	macro_category	macro_category(english)			
44341808WKF.jpg	NOCCIOLA	STRINGATA	CALZATURE	footwear			
44341849KOF.jpg	PLATINO	SANDALI CON PLATEAU	CALZATURE	footwear			
44341900DHF.jpg	BLU CHINA	STIVALETTI	CALZATURE	footwear			
44341909DJF.jpg	ORO	BALLERINA	CALZATURE	footwear			
44341914SKF.jpg	ORO	BALLERINA	CALZATURE	footwear			
44341925RNF.jpg	PLATINO	ZEPPE	CALZATURE	footwear			
44342090PRF.jpg	CUOIO	SNEAKER ALTA	CALZATURE	footwear			
44342103RFF.jpg	SALMONE	SANDALI CON TACCO	CALZATURE	footwear			
44342118UVF.jpg	CUOIO	STIVALI	CALZATURE	footwear			
44342140SFF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44342147MCF.jpg	NOCCIOLA	SNEAKER ALTA	CALZATURE	footwear			
44342160OBF.jpg	CUOIO	STRINGATA	CALZATURE	footwear			
44342161AFF.jpg	RUGGINE	SNEAKERS	CALZATURE	footwear			
44342161RNF.jpg	CORALLO	SNEAKERS	CALZATURE	footwear			
44342175JWF.jpg	OCRA	POLACCHINA	CALZATURE	footwear			
44342185TBF.jpg	NOCCIOLA	STIVALI CON TACCO	CALZATURE	footwear			
44342193BTF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44342219BNF.jpg	NOCCIOLA	SHOE BOOTS	CALZATURE	footwear			
44342227WKF.jpg	CUOIO	SANDALI	CALZATURE	footwear			
44342273VLF.jpg	ORO	SANDALI CON TACCO	CALZATURE	footwear			
44342454NEF.jpg	RUGGINE	DECOLLETES	CALZATURE	footwear			
44342458MEF.jpg	RUGGINE	DECOLLETES	CALZATURE	footwear			
44342494JAF.jpg	CARNE	BALLERINA	CALZATURE	footwear			
44342496INF.jpg	MELANZANA	SHOE BOOTS	CALZATURE	footwear			
44342813NCF.jpg	ORO	STIVALETTI	CALZATURE	footwear			
44342830TLF.jpg	OCRA	ZEPPE	CALZATURE	footwear			
44342897DJF.jpg	RAME	SANDALI CON TACCO	CALZATURE	footwear			
44342897JQF.jpg	PLATINO	SANDALI CON TACCO	CALZATURE	footwear			
44342900DAF.jpg	RAME	SANDALI CON TACCO	CALZATURE	footwear			
44342925CBF.jpg	NOCCIOLA	DECOLLETES	CALZATURE	footwear			
44342926TEF.jpg	BRONZO	SANDALI CON PLATEAU	CALZATURE	footwear			
44342947XSF.jpg	ORO	ZEPPE	CALZATURE	footwear			
44343001KUF.jpg	BLU CHINA	BALLERINA	CALZATURE	footwear			
44343004DGF.jpg	BLU CHINA	BALLERINA	CALZATURE	footwear			
44343013HMF.jpg	CARNE	MOCASSINI 	CALZATURE	footwear			
44343024JRF.jpg	OCRA	STIVALETTI	CALZATURE	footwear			
44343049EKF.jpg	BLU CHINA	SNEAKERS	CALZATURE	footwear			
44343059VBF.jpg	OCRA	MOCASSINI 	CALZATURE	footwear			
44343062GJF.jpg	OCRA	MOCASSINI 	CALZATURE	footwear			
44343064TPF.jpg	NOCCIOLA	POLACCHINA	CALZATURE	footwear			
44343069FWF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44343086VSF.jpg	BLU CHINA	SNEAKERS	CALZATURE	footwear			
44343091WPF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44343122AIF.jpg	NOCCIOLA	POLACCHINA	CALZATURE	footwear			
44343124PXF.jpg	BRONZO	SANDALI CON PLATEAU	CALZATURE	footwear			
44343136DBF.jpg	VERDE SMERALDO	STRINGATA	CALZATURE	footwear			
44343139WWF.jpg	PLATINO	SNEAKER ALTA	CALZATURE	footwear			
44343152MKF.jpg	VERDE SMERALDO	BALLERINA	CALZATURE	footwear			
44343161HTF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44343162SRF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44343192BKF.jpg	NOCCIOLA	SNEAKERS	CALZATURE	footwear			
44343197KGF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44343207FDF.jpg	BLU CHINA	BALLERINA	CALZATURE	footwear			
44343252NQF.jpg	ORO	STIVALETTI	CALZATURE	footwear			
44343275JHF.jpg	GIALLO CHIARO	BALLERINA	CALZATURE	footwear			
44343302POF.jpg	BORDEAUX	BALLERINA	CALZATURE	footwear			
44343420SIF.jpg	VERDE ACIDO	BALLERINA	CALZATURE	footwear			
44343424HPF.jpg	OCRA	INFRADITO	CALZATURE	footwear			
44343431FJF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44343436MQF.jpg	VERDE ACIDO	BALLERINA	CALZATURE	footwear			
44343461GNF.jpg	BLU CHINA	BALLERINA	CALZATURE	footwear			
44343468NPF.jpg	BLU CHINA	BALLERINA	CALZATURE	footwear			
44343484XHF.jpg	VERDE ACIDO	MOCASSINI 	CALZATURE	footwear			
44343507GSF.jpg	OCRA	DECOLLETES	CALZATURE	footwear			
44343525WPF.jpg	VERDE SMERALDO	DECOLLETES	CALZATURE	footwear			
44343553FQF.jpg	VERDE ACIDO	STIVALI	CALZATURE	footwear			
44343569BFF.jpg	VERDE SMERALDO	STIVALI CON TACCO	CALZATURE	footwear			
44343577JSF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44343709AOF.jpg	CUOIO	MOCASSINI 	CALZATURE	footwear			
44343740CSF.jpg	ARGENTO	INFRADITO	CALZATURE	footwear			
44343744KVF.jpg	PLATINO	INFRADITO	CALZATURE	footwear			
44343753IUF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44343775LHF.jpg	CUOIO	MOCASSINI 	CALZATURE	footwear			
44343794FMF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44343802TLF.jpg	OCRA	STIVALETTI	CALZATURE	footwear			
44343809IWF.jpg	VERDE SMERALDO	SNEAKERS	CALZATURE	footwear			
44343843BWF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44343862CVF.jpg	OCRA	BALLERINA	CALZATURE	footwear			
44343864AUF.jpg	VERDE ACIDO	INFRADITO	CALZATURE	footwear			
44343872WHF.jpg	NOCCIOLA	DECOLLETES	CALZATURE	footwear			
44343874PLF.jpg	VERDE SMERALDO	SABOT	CALZATURE	footwear			
44343882MBF.jpg	NOCCIOLA	SANDALI CON PLATEAU	CALZATURE	footwear			
44343885UVF.jpg	NOCCIOLA	STIVALI	CALZATURE	footwear			
44343899KEF.jpg	PLATINO	STIVALETTI	CALZATURE	footwear			
44343953FRF.jpg	GIALLO CHIARO	SANDALI CON TACCO	CALZATURE	footwear			
44344000LTF.jpg	CARNE	SANDALI CON PLATEAU	CALZATURE	footwear			
44344045UPF.jpg	BLU CHINA	SNEAKERS	CALZATURE	footwear			
44344084IKF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44344091MQF.jpg	CARNE	MOCASSINI CON TACCO	CALZATURE	footwear			
44344131QFF.jpg	ORO	BALLERINA	CALZATURE	footwear			
44344132OIF.jpg	ORO	SANDALI CON PLATEAU	CALZATURE	footwear			
44344135JRF.jpg	ORO	SANDALI CON TACCO	CALZATURE	footwear			
44344138CCF.jpg	OCRA	SANDALI CON TACCO	CALZATURE	footwear			
44344139OXF.jpg	BRONZO	SANDALI CON TACCO	CALZATURE	footwear			
44344143BVF.jpg	CARNE	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44344144DJF.jpg	ORO	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44344154RGF.jpg	BRONZO	MOCASSINI 	CALZATURE	footwear			
44344184QLF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44344198BTF.jpg	OCRA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44344221EUF.jpg	ARGENTO	DECOLLETES	CALZATURE	footwear			
44344229ETF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44344295SDF.jpg	CARNE	MOCASSINI CON TACCO	CALZATURE	footwear			
44344318GNF.jpg	RUGGINE	STIVALI CON TACCO	CALZATURE	footwear			
44344329NEF.jpg	VERDE SMERALDO	SANDALI CON PLATEAU	CALZATURE	footwear			
44344334UUF.jpg	PLATINO	SNEAKERS	CALZATURE	footwear			
44344364CMF.jpg	ORO	SNEAKERS	CALZATURE	footwear			
44344377MWF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44344387CAF.jpg	CUOIO	STRINGATA	CALZATURE	footwear			
44344396MFF.jpg	CUOIO	SHOE BOOTS	CALZATURE	footwear			
44344408PWF.jpg	RUGGINE	STIVALETTI	CALZATURE	footwear			
44344462XKF.jpg	MELANZANA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44344471UQF.jpg	BRONZO	DECOLLETES	CALZATURE	footwear			
44344474AWF.jpg	PLATINO	ZEPPE	CALZATURE	footwear			
44344500VXF.jpg	MELANZANA	STIVALI CON TACCO	CALZATURE	footwear			
44344560MUF.jpg	ARGENTO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44344560VLF.jpg	ORO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44344560WJF.jpg	BRONZO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44344565KGF.jpg	CARNE	MOCASSINI 	CALZATURE	footwear			
44344571BHF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44344610ONF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44344615UFF.jpg	OCRA	SANDALI CON TACCO	CALZATURE	footwear			
44344620LMF.jpg	OCRA	SANDALI CON PLATEAU	CALZATURE	footwear			
44344635NMF.jpg	ORO	SNEAKER ALTA	CALZATURE	footwear			
44344647SSF.jpg	OCRA	Peep-toe ballet flats	CALZATURE	footwear			
44344652BCF.jpg	CUOIO	SANDALI CON PLATEAU	CALZATURE	footwear			
44344674HPF.jpg	ORO	BABBUCCE	CALZATURE	footwear			
44344675VNF.jpg	ORO	BABBUCCE	CALZATURE	footwear			
44344699UFF.jpg	GIALLO CHIARO	SNEAKERS	CALZATURE	footwear			
44344701XXF.jpg	CUOIO	STRINGATA	CALZATURE	footwear			
44344724GGF.jpg	CUOIO	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44344740SWF.jpg	CUOIO	STIVALI	CALZATURE	footwear			
44344755ILF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44344776UQF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44344783EXF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44344798UQF.jpg	VERDE SMERALDO	SNEAKER ALTA	CALZATURE	footwear			
44344850VWF.jpg	OCRA	SNEAKERS	CALZATURE	footwear			
44344859HOF.jpg	NERO	SANDALI CON TACCO	CALZATURE	footwear			
44344859QIF.jpg	PLATINO	SANDALI CON TACCO	CALZATURE	footwear			
44344868IKF.jpg	ORO	BALLERINA	CALZATURE	footwear			
44344873QKF.jpg	ARGENTO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44344875LGF.jpg	VERDE ACIDO	STIVALI	CALZATURE	footwear			
44344886QNF.jpg	GIALLO CHIARO	MOCASSINI 	CALZATURE	footwear			
44344891VSF.jpg	VERDE SMERALDO	SNEAKERS	CALZATURE	footwear			
44344898OHF.jpg	OCRA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44344937CNF.jpg	ROSA ANTICO	ZEPPE	CALZATURE	footwear			
44344957VWF.jpg	CUOIO	SNEAKERS	CALZATURE	footwear			
44344962UOF.jpg	BLU CHINA	STIVALETTI	CALZATURE	footwear			
44344989HTF.jpg	OCRA	STIVALI	CALZATURE	footwear			
44344999JWF.jpg	OCRA	STRINGATA	CALZATURE	footwear			
44345020LWF.jpg	OCRA	STIVALI	CALZATURE	footwear			
44345061AJF.jpg	VERDE SMERALDO	STIVALI	CALZATURE	footwear			
44345069LMF.jpg	BLU SCURO	STIVALI	CALZATURE	footwear			
44345079CNF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44345144HIF.jpg	NOCCIOLA	STIVALI CON TACCO	CALZATURE	footwear			
44345156NBF.jpg	CUOIO	MOCASSINI 	CALZATURE	footwear			
44345158JIF.jpg	RUGGINE	MOCASSINI 	CALZATURE	footwear			
44345211MXF.jpg	BLU CHINA	DECOLLETES	CALZATURE	footwear			
44345212RVF.jpg	CARNE	SNEAKERS	CALZATURE	footwear			
44345231LBF.jpg	ORO	STIVALETTI	CALZATURE	footwear			
44345240NLF.jpg	RUGGINE	SNEAKER ALTA	CALZATURE	footwear			
44345245SBF.jpg	CUOIO	BALLERINA	CALZATURE	footwear			
44345247XBF.jpg	ARGENTO	SANDALI	CALZATURE	footwear			
44345255BNF.jpg	SALMONE	BALLERINA	CALZATURE	footwear			
44345260RTF.jpg	BRONZO	STRINGATA	CALZATURE	footwear			
44345285UWF.jpg	NOCCIOLA	SHOE BOOTS	CALZATURE	footwear			
44345289GMF.jpg	CARNE	SNEAKERS	CALZATURE	footwear			
44345290RGF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345291IOF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345304LKF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345316KNF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44345347EVF.jpg	GIALLO CHIARO	SNEAKERS	CALZATURE	footwear			
44345365MEF.jpg	CUOIO	STIVALI	CALZATURE	footwear			
44345372GEF.jpg	SALMONE	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44345374KWF.jpg	VERDE ACIDO	SNEAKER ALTA	CALZATURE	footwear			
44345378CHF.jpg	BRONZO	SNEAKERS	CALZATURE	footwear			
44345407QNF.jpg	BRONZO	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44345448MVF.jpg	PLATINO	BALLERINA	CALZATURE	footwear			
44345454EOF.jpg	CUOIO	STIVALI CON TACCO	CALZATURE	footwear			
44345462SJF.jpg	VERDE SMERALDO	DECOLLETES	CALZATURE	footwear			
44345466WTF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345472VKF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345474QNF.jpg	ORO	DECOLLETES	CALZATURE	footwear			
44345489NOF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345501KQF.jpg	NOCCIOLA	SNEAKERS	CALZATURE	footwear			
44345582IEF.jpg	NOCCIOLA	STIVALI	CALZATURE	footwear			
44345683TGF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345689UPF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44345690TEF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345693ABF.jpg	ARGENTO	STIVALETTI	CALZATURE	footwear			
44345723JEF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44345763AMF.jpg	ORO	DECOLLETES	CALZATURE	footwear			
44345768WVF.jpg	SALMONE	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44345798KNF.jpg	CACAO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44345804KXF.jpg	MELANZANA	STRINGATA	CALZATURE	footwear			
44345805SQF.jpg	TESTA DI MORO	SNEAKER ALTA	CALZATURE	footwear			
44345805SUF.jpg	OCRA	SNEAKER ALTA	CALZATURE	footwear			
44345818UAF.jpg	BLU CHINA	SNEAKERS	CALZATURE	footwear			
44345826DEF.jpg	CUOIO	STIVALI	CALZATURE	footwear			
44345850XWF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44345853QCF.jpg	PLATINO	SNEAKER ALTA	CALZATURE	footwear			
44345853TXF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44345866JGF.jpg	BORDEAUX	SNEAKERS	CALZATURE	footwear			
44345881XNF.jpg	ROSA ANTICO	BALLERINA	CALZATURE	footwear			
44345982OFF.jpg	GIALLO CHIARO	SHOE BOOTS	CALZATURE	footwear			
44346139FPF.jpg	MELANZANA	MOCASSINI 	CALZATURE	footwear			
44346141UHF.jpg	ROSA ANTICO	SANDALI CON PLATEAU	CALZATURE	footwear			
44346184NIF.jpg	MELANZANA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44346211LKF.jpg	ROSA ANTICO	SNEAKER ALTA	CALZATURE	footwear			
44346218UPF.jpg	CUOIO	SANDALI	CALZATURE	footwear			
44346227IFF.jpg	MELANZANA	DECOLLETES	CALZATURE	footwear			
44346229GHF.jpg	VERDE SMERALDO	BALLERINA	CALZATURE	footwear			
44346233PPF.jpg	MELANZANA	SHOE BOOTS	CALZATURE	footwear			
44346240WSF.jpg	NOCCIOLA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44346284CJF.jpg	ORO	SANDALI CON TACCO	CALZATURE	footwear			
44346298JBF.jpg	ALBICOCCA	PANTOFOLE	CALZATURE	footwear			
44346305WRF.jpg	MELANZANA	DECOLLETES	CALZATURE	footwear			
44346320REF.jpg	MELANZANA	BALLERINA	CALZATURE	footwear			
44346335JAF.jpg	PLATINO	STIVALI	CALZATURE	footwear			
44346384IKF.jpg	VERDE PETROLIO	DECOLLETES	CALZATURE	footwear			
44346413OGF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44346419PNF.jpg	NOCCIOLA	SABOT	CALZATURE	footwear			
44346440HOF.jpg	NOCCIOLA	SNEAKERS	CALZATURE	footwear			
44346456BXF.jpg	MELANZANA	DECOLLETES	CALZATURE	footwear			
44346457RUF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44346463FUF.jpg	RAME	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44346474KLF.jpg	ROSA ANTICO	STIVALETTI	CALZATURE	footwear			
44346480HUF.jpg	BRONZO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44346527MFF.jpg	NOCCIOLA	STIVALI CON TACCO	CALZATURE	footwear			
44346564PHF.jpg	BORDEAUX	SANDALI CON TACCO	CALZATURE	footwear			
44346588PTF.jpg	ORO	ZEPPE	CALZATURE	footwear			
44346597KBF.jpg	ORO	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44346601XXF.jpg	CUOIO	SANDALI CON PLATEAU	CALZATURE	footwear			
44346624WBF.jpg	ARGENTO	SANDALI CON PLATEAU	CALZATURE	footwear			
44346647NPF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44346663SAF.jpg	BRONZO	STRINGATA	CALZATURE	footwear			
44346711VUF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44346746AJF.jpg	PLATINO	STIVALI	CALZATURE	footwear			
44346779FQF.jpg	CUOIO	STIVALI CON TACCO	CALZATURE	footwear			
44346828DAF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44346834ROF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44346843DLF.jpg	CUOIO	STIVALI	CALZATURE	footwear			
44346862HFF.jpg	NOCCIOLA	SNEAKERS	CALZATURE	footwear			
44346894GGF.jpg	MELANZANA	MOCASSINI 	CALZATURE	footwear			
44346906XEF.jpg	NOCCIOLA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44346919OWF.jpg	ROSA ANTICO	DECOLLETES	CALZATURE	footwear			
44346922TPF.jpg	PLATINO	BALLERINA	CALZATURE	footwear			
44346924XOF.jpg	VIOLA SCURO	DECOLLETES	CALZATURE	footwear			
44346934XQF.jpg	ROSA ANTICO	BALLERINA	CALZATURE	footwear			
44346964IVF.jpg	BORDEAUX	SNEAKERS	CALZATURE	footwear			
44346981HAF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44347008KEF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44347023MMF.jpg	MELANZANA	DECOLLETES	CALZATURE	footwear			
44347029SIF.jpg	SALMONE	INFRADITO	CALZATURE	footwear			
44347034ICF.jpg	BRONZO	BALLERINA	CALZATURE	footwear			
44347040CTF.jpg	VERDE SMERALDO	SNEAKERS	CALZATURE	footwear			
44347040DHF.jpg	OCRA	SNEAKERS	CALZATURE	footwear			
44347056FDF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44347071XDF.jpg	ARGENTO	SANDALI CON TACCO	CALZATURE	footwear			
44347080AKF.jpg	CUOIO	STRINGATA	CALZATURE	footwear			
44347085ERF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44347090QFF.jpg	ARGENTO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44347100XMF.jpg	CARNE	SANDALI	CALZATURE	footwear			
44347107HHF.jpg	CARNE	ZEPPE	CALZATURE	footwear			
44347124BNF.jpg	PLATINO	SANDALI CON TACCO	CALZATURE	footwear			
44347128WOF.jpg	BLU CHINA	MOCASSINI 	CALZATURE	footwear			
44347138JIF.jpg	CUOIO	STRINGATA	CALZATURE	footwear			
44347143ECF.jpg	ARGENTO	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44347152SUF.jpg	ORO	BALLERINA	CALZATURE	footwear			
44347166PUF.jpg	ARGENTO	DECOLLETES	CALZATURE	footwear			
44347182UWF.jpg	CUOIO	SANDALI CON PLATEAU	CALZATURE	footwear			
44347188UNF.jpg	ORO	SANDALI CON TACCO	CALZATURE	footwear			
44347215VUF.jpg	ORO	DECOLLETES	CALZATURE	footwear			
44347224LOF.jpg	NOCCIOLA	STIVALI	CALZATURE	footwear			
44347234KJF.jpg	NOCCIOLA	STIVALI	CALZATURE	footwear			
44347247IXF.jpg	ORO	INFRADITO	CALZATURE	footwear			
44347264QPF.jpg	ORO	DECOLLETES	CALZATURE	footwear			
44347272XPF.jpg	OCRA	BALLERINA	CALZATURE	footwear			
44347296KTF.jpg	OCRA	SNEAKERS	CALZATURE	footwear			
44347301MEF.jpg	ORO	INFRADITO	CALZATURE	footwear			
44347304GDF.jpg	RUGGINE	ZEPPE	CALZATURE	footwear			
44347308RDF.jpg	CUOIO	INFRADITO	CALZATURE	footwear			
44347311PQF.jpg	CARNE	ZEPPE	CALZATURE	footwear			
44347324BLF.jpg	CARNE	BALLERINA	CALZATURE	footwear			
44347373UBF.jpg	BLU CHINA	MOCASSINI 	CALZATURE	footwear			
44347390UNF.jpg	BLU CHINA	MOCASSINI 	CALZATURE	footwear			
44347410NFF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44347423BRF.jpg	BRONZO	BALLERINA	CALZATURE	footwear			
44347428FQF.jpg	ORO	DECOLLETES	CALZATURE	footwear			
44347438SGF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44347471IXF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44347501VWF.jpg	ARGENTO	SANDALI	CALZATURE	footwear			
44347508TUF.jpg	ORO	INFRADITO	CALZATURE	footwear			
44347512BLF.jpg	ARGENTO	INFRADITO	CALZATURE	footwear			
44347520FKF.jpg	ARGENTO	INFRADITO	CALZATURE	footwear			
44347522CPF.jpg	ARGENTO	INFRADITO	CALZATURE	footwear			
44347534SWF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44347541SOF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44347558IDF.jpg	ARGENTO	SANDALI	CALZATURE	footwear			
44347571AWF.jpg	CUOIO	STIVALI	CALZATURE	footwear			
44347622RXF.jpg	ORO	SANDALI CON PLATEAU	CALZATURE	footwear			
44347633EHF.jpg	RUGGINE	BALLERINA	CALZATURE	footwear			
44347656MVF.jpg	BRONZO	SNEAKERS	CALZATURE	footwear			
44347663BMF.jpg	ARGENTO	STRINGATA	CALZATURE	footwear			
44347775OKF.jpg	VERDE SMERALDO	DECOLLETES	CALZATURE	footwear			
44347803UMF.jpg	BRONZO	DECOLLETES	CALZATURE	footwear			
44347804EQF.jpg	ARGENTO	DECOLLETES	CALZATURE	footwear			
44347835CIF.jpg	NOCCIOLA	DECOLLETES OPEN TOE	CALZATURE	footwear			
44347838DRF.jpg	NOCCIOLA	DECOLLETES CON PLATEAU	CALZATURE	footwear			
44347857SVF.jpg	NOCCIOLA	STIVALI	CALZATURE	footwear			
44347861TFF.jpg	NOCCIOLA	BALLERINA	CALZATURE	footwear			
44347872EPF.jpg	MELANZANA	DECOLLETES	CALZATURE	footwear			
44347883VWF.jpg	BLU CHINA	SANDALI CON TACCO	CALZATURE	footwear			
44347902MIF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44347920SBF.jpg	ORO	STIVALETTI	CALZATURE	footwear			
44347943HIF.jpg	ORO	STIVALETTI	CALZATURE	footwear			
44347951SBF.jpg	NOCCIOLA	STIVALI	CALZATURE	footwear			
44347958CRF.jpg	NOCCIOLA	STIVALETTI	CALZATURE	footwear			
44348002PCF.jpg	BRONZO	DECOLLETES OPEN TOE	CALZATURE	footwear			
44348003WHF.jpg	ROSA ANTICO	SANDALI CON TACCO	CALZATURE	footwear			
44348004VHF.jpg	ARGENTO	BALLERINA	CALZATURE	footwear			
44348012TBF.jpg	MELANZANA	DECOLLETES OPEN TOE	CALZATURE	footwear			
44348029CWF.jpg	VERDE PETROLIO	DECOLLETES	CALZATURE	footwear			
44348034SWF.jpg	MELANZANA	DECOLLETES	CALZATURE	footwear			
44348047WJF.jpg	BRONZO	SNEAKER SLIP ON	CALZATURE	footwear			
44348086UXF.jpg	ORO	Decolletes slingback	CALZATURE	footwear			
44348102ABF.jpg	ARGENTO	DECOLLETES	CALZATURE	footwear			
44348138FIF.jpg	OCRA	INFRADITO	CALZATURE	footwear			
44348165JFF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44348182PEF.jpg	BRONZO	SNEAKERS	CALZATURE	footwear			
44348189SEF.jpg	BLU CHINA	SNEAKER ALTA	CALZATURE	footwear			
44348201SCF.jpg	OCRA	MOCASSINI 	CALZATURE	footwear			
44348226PFF.jpg	CUOIO	STIVALI CON TACCO	CALZATURE	footwear			
44348328QAF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44348346OSF.jpg	TRASPARENTE	INFRADITO	CALZATURE	footwear			
44348350CTF.jpg	ARGENTO	STRINGATA	CALZATURE	footwear			
44348365HNF.jpg	VERDE ACIDO	SNEAKERS	CALZATURE	footwear			
44348432EUF.jpg	MELANZANA	STIVALETTI	CALZATURE	footwear			
44348451EWF.jpg	VERDE PETROLIO	DECOLLETES	CALZATURE	footwear			
44348462KFF.jpg	PLATINO	ZEPPE	CALZATURE	footwear			
44348469DLF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44348473NSF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44348475TOF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44348477RVF.jpg	MATTONE	STIVALETTI	CALZATURE	footwear			
44348477VCF.jpg	VERDE PETROLIO	STIVALETTI	CALZATURE	footwear			
44348488NNF.jpg	ARGENTO	SNEAKER ALTA	CALZATURE	footwear			
44348489WAF.jpg	VIOLA CHIARO	SNEAKERS	CALZATURE	footwear			
44348491XWF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44348504RUF.jpg	BRONZO	BALLERINA	CALZATURE	footwear			
44348517WKF.jpg	CUOIO	STRINGATA	CALZATURE	footwear			
44348525MBF.jpg	CUOIO	STIVALETTI	CALZATURE	footwear			
44348555XUF.jpg	ARGENTO	SNEAKERS	CALZATURE	footwear			
44348564WEF.jpg	MELANZANA	STIVALETTI	CALZATURE	footwear			
44348572HFF.jpg	VIOLA CHIARO	SNEAKERS	CALZATURE	footwear			
44348575BBF.jpg	RUGGINE	SNEAKER ALTA	CALZATURE	footwear			
44348580UXF.jpg	BLU CHINA	SNEAKERS	CALZATURE	footwear			
44348588KUF.jpg	MALVA	SNEAKERS	CALZATURE	footwear			
44348589QJF.jpg	BLU CHINA	SNEAKERS	CALZATURE	footwear			
44348591NWF.jpg	MALVA	SNEAKERS	CALZATURE	footwear			
